Nitrogen(pmm),Phosphorus(pmm),Potassium(mm),temperature(F),humidity,soil_ph,rainfall(mm),label
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil
17,0.99,720,48.58436462,99.07349367,6.760207278,161.5090956,lettuce
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
12,0.85,718,53.11716108,98.99505514,6.253923442,169.8738496,lettuce
222,112,115,27.91108796,54.48792463,7.293157523,32.08481485,tomato
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes
185,56,162,23.06420827,76.0516195,6.353061242,425.0790921,onions
210,103,121,21.66379835,76.78028885,6.963529908,33.97654772,tomato
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
196,48,151,22.20903998,87.31005039,6.539645836,400.957372,onions
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,greengram
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
193,52,146,23.25642041,86.9181831,6.092712483,465.1930009,onions
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,apple
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas
200,57,64,18.49263764,77.63012437,6.116761177,362.089103,Cabbage
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
133,102,154,19.56829249,50.41898143,7.117972813,25.84916947,tomato
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
242,37,67,18.16278346,89.68394467,6.79221966,379.0126692,Cabbage
18,0.72,658,56.47001413,99.2852401,6.76108006,157.4492364,lettuce
90,6,271,15.48872257,82.02872675,6.299631361,684.2316547,Carrots
111,3,272,24.8438815,80.62256373,6.702337673,817.5246966,Carrots
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
230,51,160,58.78650593,50.26867653,7.416745985,44.07769282,coffee
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,coffee
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
150,57,153,25.66743865,79.92947939,6.013979954,467.6638096,onions
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple
173,48,143,26.90782452,78.22661331,6.18191234,572.6499417,onions
169,58,164,27.5206383,85.76013123,6.32977334,485.7751536,onions
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,banana
200,54,158,24.06363091,76.13449091,6.172348683,580.0200854,onions
182,54,155,23.83034929,77.7971717,6.195414517,415.2178766,onions
174,54,137,25.73968172,81.89655635,6.582531499,551.0176112,onions
224,35,67,18.23771161,73.57432269,6.088072382,359.2189381,Cabbage
211,80,61,19.88665149,74.38306346,6.076374863,318.0748939,Cabbage
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize
19,0.6,738,59.72893695,99.15584193,6.202567506,161.3411518,lettuce
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil
104,2,228,24.56512624,88.73030123,6.579691451,860.1007528,Carrots
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
93,8,231,13.13974578,88.49443293,6.856377563,845.0694884,Carrots
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange
128,65,116,26.10449611,62.36696251,6.17109426,24.84001542,tomato
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
161,86,194,16.37927329,79.96007717,6.494306612,39.49025544,tomato
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,greengram
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,greengram
177,52,137,26.17295024,89.64836092,6.075116639,548.0562478,onions
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
104,5,224,18.58683478,86.97932456,5.703182533,728.9139532,Carrots
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
108,2,249,15.53455397,86.52633704,5.605163831,645.3329395,Carrots
194,50,148,24.70277566,82.38690202,6.678209459,413.0438365,onions
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,apple
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
200,55,68,18.12864891,82.8527223,6.599680742,340.5114859,Cabbage
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
222,44,79,22.68401235,84.23993387,6.691980523,323.7657112,Cabbage
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana
94,7,246,16.33947031,85.25068869,5.580667299,831.7533428,Carrots
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,greengram
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,greengram
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
169,53,147,62.18666348,53.11325432,6.853156099,22.10421222,coffee
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
16,0.91,792,70.66778414,99.83526536,6.744752115,163.4439627,lettuce
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
246,52,64,23.48038361,60.09543229,6.437170604,382.8633067,Cabbage
165,54,161,15.44830082,57.57493782,6.853140992,31.11677775,tomato
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,maize
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
104,4,290,13.40725185,83.85005121,5.61825962,610.2536602,Carrots
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
10,0.82,666,64.03187739,98.91711706,6.970157815,162.0686015,lettuce
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
110,53,179,16.45833441,56.80421246,6.401837849,73.37864501,tomato
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,greengram
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,apple
12,0.74,815,60.12185396,99.55234852,6.636523753,163.3614944,lettuce
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,apple
14,0.96,562,67.82308944,98.12691328,6.082571538,165.1337745,lettuce
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,apple
112,4,208,19.92356611,83.13512253,6.309047645,796.9564174,Carrots
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,apple
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,greengram
229,90,173,16.25491713,57.56922649,7.004519438,33.88445562,tomato
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
117,8,276,14.77879986,80.90210664,5.621733201,706.8485236,Carrots
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes
177,59,103,84.99594977,52.79952501,6.280086319,28.53597616,coffee
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,greengram
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
246,60,175,14.34129869,58.59440195,7.198776783,48.66841526,tomato
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,greengram
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
14,0.83,642,46.76443338,99.95327087,6.044098466,167.8737045,lettuce
198,51,161,24.0196673,80.66192713,6.202114605,575.7261155,onions
110,104,194,21.9286891,62.965292,7.268945305,23.25977659,tomato
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,greengram
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,greengram
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
97,3,253,16.52746347,89.58581601,6.820688707,643.2251378,Carrots
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
19,0.66,685,69.49276727,99.75226429,6.669754875,162.9455638,lettuce
187,51,145,23.98201573,76.30861404,6.655093291,495.5938118,onions
13,0.95,835,68.39771978,98.7803545,6.470876982,169.2410034,lettuce
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
231,118,177,25.67388277,68.07759026,6.369561533,71.74065269,tomato
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,greengram
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
172,50,165,25.65672122,88.86281291,6.286254257,401.8832748,onions
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
13,0.76,689,62.51218732,98.06705798,6.804518573,161.726558,lettuce
189,48,140,22.77688928,86.63686526,6.680198268,599.2463653,onions
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
192,56,157,25.13136676,83.8289101,6.29433018,472.9764298,onions
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea
119,9,244,19.02289362,86.50561345,6.120508334,812.9369719,Carrots
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
186,40,143,24.13929865,83.9013064,6.610314905,512.9148195,onions
90,7,271,13.68065197,81.69485291,6.857582349,618.5474062,Carrots
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
210,42,87,22.12247407,85.39473354,6.537333361,350.0256324,Cabbage
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
171,60,155,25.85231968,79.57960577,6.508524441,446.2788762,onions
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
237,78,83,20.94583728,78.30863478,6.176598108,347.0578174,Cabbage
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
182,43,136,25.93637807,81.32059937,6.209756238,563.6876632,onions
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,greengram
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
19,0.97,780,46.72020324,98.49715372,6.407269444,166.690502,lettuce
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton
,,,,,,,
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize
241,99,145,22.97524497,55.16891039,6.444512694,62.62757695,tomato
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
19,0.89,602,59.51611082,99.45168532,6.379059699,167.8322781,lettuce
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea
227,50,62,19.29774924,79.68076834,6.098209613,374.0880343,Cabbage
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,coconut
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
108,8,299,22.28123243,80.58817109,5.731634836,837.4756241,Carrots
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,greengram
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,greengram
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
113,3,203,21.69221183,83.93245481,6.864725724,725.8967124,Carrots
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya
16,0.81,713,72.33584156,98.29831826,6.009129332,156.5187447,lettuce
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
190,124,171,13.71381639,70.47540135,6.738576384,41.37534416,tomato
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
13,0.88,788,67.14997354,99.8867859,6.035563282,155.1257802,lettuce
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,mango
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
17,0.67,580,50.10714007,99.31804995,6.222000609,154.6471958,lettuce
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize
11,0.79,693,59.13780113,98.80364578,6.972085786,164.8682869,lettuce
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton
103,4,247,19.88446024,84.27814994,5.869406109,699.3547862,Carrots
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
170,45,145,24.99420157,84.59733153,6.041951538,435.9036128,onions
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
19,0.99,724,68.90366963,99.7295489,6.015510242,159.6780208,lettuce
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,apple
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,apple
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
105,4,247,21.48211838,84.1907788,5.750115669,859.1067179,Carrots
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
149,112,172,15.12694049,63.40075261,7.327622447,27.73037573,tomato
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
14,0.77,635,66.92801644,98.89391444,6.564310312,155.6683443,lettuce
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
198,121,153,15.74376812,77.65869401,6.892122574,25.01057707,tomato
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil
97,7,285,20.78958025,80.48910342,6.247938629,759.9760047,Carrots
106,77,118,14.55931161,62.08388621,6.349166992,39.17339123,tomato
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,greengram
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
